position,hand_rank_tuple,wins,total_matchups,win_rate
front,"(7, 2, 13)",1,1,0.970
front,"(7, 2, 14)",1,1,0.970
front,"(6, 14, 2)",1,1,0.938
front,"(6, 14, 3)",1,1,0.938
front,"(6, 14, 4)",1,1,0.938
front,"(6, 14, 5)",1,1,0.938
front,"(6, 14, 6)",1,1,0.938
front,"(6, 14, 7)",1,1,0.938
front,"(6, 14, 8)",1,1,0.938
front,"(6, 14, 9)",1,1,0.938
front,"(6, 14, 10)",1,1,0.938
front,"(6, 14, 11)",1,1,0.938
front,"(6, 14, 12)",1,1,0.938
front,"(6, 14, 13)",1,1,0.938
front,"(6, 13, 2)",1,1,0.929
front,"(6, 13, 3)",1,1,0.929
front,"(6, 13, 4)",1,1,0.929
front,"(6, 13, 5)",1,1,0.929
front,"(6, 13, 6)",1,1,0.929
front,"(6, 13, 7)",1,1,0.929
front,"(6, 13, 8)",1,1,0.929
front,"(6, 13, 9)",1,1,0.929
front,"(6, 13, 10)",1,1,0.929
front,"(6, 13, 11)",1,1,0.929
front,"(6, 13, 12)",1,1,0.929
front,"(6, 12, 2)",1,1,0.920
front,"(6, 12, 3)",1,1,0.920
front,"(6, 12, 4)",1,1,0.920
front,"(6, 12, 5)",1,1,0.920
front,"(6, 12, 6)",1,1,0.920
front,"(6, 12, 7)",1,1,0.920
front,"(6, 12, 8)",1,1,0.920
front,"(6, 12, 9)",1,1,0.920
front,"(6, 12, 10)",1,1,0.920
front,"(6, 12, 11)",1,1,0.920
front,"(6, 11, 2)",1,1,0.911
front,"(6, 11, 3)",1,1,0.911
front,"(6, 11, 4)",1,1,0.911
front,"(6, 11, 5)",1,1,0.911
front,"(6, 11, 6)",1,1,0.911
front,"(6, 11, 7)",1,1,0.911
front,"(6, 11, 8)",1,1,0.911
front,"(6, 11, 9)",1,1,0.911
front,"(6, 11, 10)",1,1,0.911
front,"(6, 10, 2)",1,1,0.902
front,"(6, 10, 3)",1,1,0.902
front,"(6, 10, 4)",1,1,0.902
front,"(6, 10, 5)",1,1,0.902
front,"(6, 10, 6)",1,1,0.902
front,"(6, 10, 7)",1,1,0.902
front,"(6, 10, 8)",1,1,0.902
front,"(6, 10, 9)",1,1,0.902
front,"(6, 9, 2)",1,1,0.893
front,"(6, 9, 3)",1,1,0.893
front,"(6, 9, 4)",1,1,0.893
front,"(6, 9, 5)",1,1,0.893
