position,hand_rank_tuple,wins,total_matchups,netev
middle,"(2, 14, 6)",1,1,-0.983406
middle,"(2, 14, 5)",1,1,-0.983492
middle,"(2, 14, 4)",1,1,-0.983578
middle,"(2, 14, 3)",1,1,-0.983664
middle,"(2, 14, 2)",1,1,-0.983751
middle,"(2, 13, 14)",1,1,-0.983830
middle,"(2, 13, 12)",1,1,-0.983916
middle,"(2, 13, 11)",1,1,-0.984002
middle,"(2, 13, 10)",1,1,-0.984088
middle,"(2, 13, 9)",1,1,-0.984175
middle,"(2, 13, 8)",1,1,-0.984261
middle,"(2, 13, 7)",1,1,-0.984347
middle,"(2, 13, 6)",1,1,-0.984433
middle,"(2, 13, 5)",1,1,-0.984520
middle,"(2, 13, 4)",1,1,-0.984606
middle,"(2, 13, 3)",1,1,-0.984692
middle,"(2, 13, 2)",1,1,-0.984778
middle,"(2, 12, 14)",1,1,-0.984857
middle,"(2, 12, 13)",1,1,-0.984944
middle,"(2, 12, 11)",1,1,-0.985030
middle,"(2, 12, 10)",1,1,-0.985116
middle,"(2, 12, 9)",1,1,-0.985202
middle,"(2, 12, 8)",1,1,-0.985289
middle,"(2, 12, 7)",1,1,-0.985375
middle,"(2, 12, 6)",1,1,-0.985461
middle,"(2, 12, 5)",1,1,-0.985547
middle,"(2, 12, 4)",1,1,-0.985634
middle,"(2, 12, 3)",1,1,-0.985720
middle,"(2, 12, 2)",1,1,-0.985806
middle,"(2, 11, 14)",1,1,-0.985885
middle,"(2, 11, 13)",1,1,-0.985971
middle,"(2, 11, 12)",1,1,-0.986058
middle,"(2, 11, 10)",1,1,-0.986144
middle,"(2, 11, 9)",1,1,-0.986230
middle,"(2, 11, 8)",1,1,-0.986316
middle,"(2, 11, 7)",1,1,-0.986403
middle,"(2, 11, 6)",1,1,-0.986489
middle,"(2, 11, 5)",1,1,-0.986575
middle,"(2, 11, 4)",1,1,-0.986661
middle,"(2, 11, 3)",1,1,-0.986748
middle,"(2, 11, 2)",1,1,-0.986834
middle,"(2, 10, 14)",1,1,-0.986913
middle,"(2, 10, 13)",1,1,-0.986999
middle,"(2, 10, 12)",1,1,-0.987085
middle,"(2, 10, 11)",1,1,-0.987172
middle,"(2, 10, 9)",1,1,-0.987258
middle,"(2, 10, 8)",1,1,-0.987344
middle,"(2, 10, 7)",1,1,-0.987430
middle,"(2, 10, 6)",1,1,-0.987517
middle,"(2, 10, 5)",1,1,-0.987603
middle,"(2, 10, 4)",1,1,-0.987689
middle,"(2, 10, 3)",1,1,-0.987775
middle,"(2, 10, 2)",1,1,-0.987862
middle,"(2, 9, 14)",1,1,-0.987941
middle,"(2, 9, 13)",1,1,-0.988027
middle,"(2, 9, 12)",1,1,-0.988113
middle,"(2, 9, 11)",1,1,-0.988199
middle,"(2, 9, 10)",1,1,-0.988286
middle,"(2, 9, 8)",1,1,-0.988372
middle,"(2, 9, 7)",1,1,-0.988458
middle,"(2, 9, 6)",1,1,-0.988544
middle,"(2, 9, 5)",1,1,-0.988631
middle,"(2, 9, 4)",1,1,-0.988717
middle,"(2, 9, 3)",1,1,-0.988803
middle,"(2, 9, 2)",1,1,-0.988889
middle,"(2, 8, 14)",1,1,-0.988968
middle,"(2, 8, 13)",1,1,-0.989055
middle,"(2, 8, 12)",1,1,-0.989141
middle,"(2, 8, 11)",1,1,-0.989227
middle,"(2, 8, 10)",1,1,-0.989313
middle,"(2, 8, 9)",1,1,-0.989400
middle,"(2, 8, 7)",1,1,-0.989486
middle,"(2, 8, 6)",1,1,-0.989572
middle,"(2, 8, 5)",1,1,-0.989658
middle,"(2, 8, 4)",1,1,-0.989745
middle,"(2, 8, 3)",1,1,-0.989831
middle,"(2, 8, 2)",1,1,-0.989917
middle,"(2, 7, 14)",1,1,-0.989996
middle,"(2, 7, 13)",1,1,-0.990082
middle,"(2, 7, 12)",1,1,-0.990169
middle,"(2, 7, 11)",1,1,-0.990255
middle,"(2, 7, 10)",1,1,-0.990341
middle,"(2, 7, 9)",1,1,-0.990427
middle,"(2, 7, 8)",1,1,-0.990514
middle,"(2, 7, 6)",1,1,-0.990600
middle,"(2, 7, 5)",1,1,-0.990686
middle,"(2, 7, 4)",1,1,-0.990772
middle,"(2, 7, 3)",1,1,-0.990859
middle,"(2, 7, 2)",1,1,-0.990945
middle,"(2, 6, 14)",1,1,-0.991024
middle,"(2, 6, 13)",1,1,-0.991110
middle,"(2, 6, 12)",1,1,-0.991197
middle,"(2, 6, 11)",1,1,-0.991283
middle,"(2, 6, 10)",1,1,-0.991369
middle,"(2, 6, 9)",1,1,-0.991455
middle,"(2, 6, 8)",1,1,-0.991542
middle,"(2, 6, 7)",1,1,-0.991628
middle,"(2, 6, 5)",1,1,-0.991714
middle,"(2, 6, 4)",1,1,-0.991800
middle,"(2, 6, 3)",1,1,-0.991886
middle,"(2, 6, 2)",1,1,-0.991973
middle,"(2, 5, 14)",1,1,-0.992052
middle,"(2, 5, 13)",1,1,-0.992138
middle,"(2, 5, 12)",1,1,-0.992224
middle,"(2, 5, 11)",1,1,-0.992311
middle,"(2, 5, 10)",1,1,-0.992397
middle,"(2, 5, 9)",1,1,-0.992483
middle,"(2, 5, 8)",1,1,-0.992569
middle,"(2, 5, 7)",1,1,-0.992656
middle,"(2, 5, 6)",1,1,-0.992742
middle,"(2, 5, 4)",1,1,-0.992828
middle,"(2, 5, 3)",1,1,-0.992914
middle,"(2, 5, 2)",1,1,-0.993001
middle,"(2, 4, 14)",1,1,-0.993080
middle,"(2, 4, 13)",1,1,-0.993166
middle,"(2, 4, 12)",1,1,-0.993252
middle,"(2, 4, 11)",1,1,-0.993338
middle,"(2, 4, 10)",1,1,-0.993425
middle,"(2, 4, 9)",1,1,-0.993511
middle,"(2, 4, 8)",1,1,-0.993597
middle,"(2, 4, 7)",1,1,-0.993683
middle,"(2, 4, 6)",1,1,-0.993770
middle,"(2, 4, 5)",1,1,-0.993856
middle,"(2, 4, 3)",1,1,-0.993942
middle,"(2, 4, 2)",1,1,-0.994028
middle,"(2, 3, 14)",1,1,-0.994107
middle,"(2, 3, 13)",1,1,-0.994194
middle,"(2, 3, 12)",1,1,-0.994280
middle,"(2, 3, 11)",1,1,-0.994366
middle,"(2, 3, 10)",1,1,-0.994452
middle,"(2, 3, 9)",1,1,-0.994539
middle,"(2, 3, 8)",1,1,-0.994625
middle,"(2, 3, 7)",1,1,-0.994711
middle,"(2, 3, 6)",1,1,-0.994797
middle,"(2, 3, 5)",1,1,-0.994884
middle,"(2, 3, 4)",1,1,-0.994970
middle,"(2, 3, 2)",1,1,-0.995056
middle,"(2, 2, 14)",1,1,-0.995135
middle,"(2, 2, 13)",1,1,-0.995221
middle,"(2, 2, 12)",1,1,-0.995308
middle,"(2, 2, 11)",1,1,-0.995394
middle,"(2, 2, 10)",1,1,-0.995480
middle,"(2, 2, 9)",1,1,-0.995566
middle,"(2, 2, 8)",1,1,-0.995653
middle,"(2, 2, 7)",1,1,-0.995739
middle,"(2, 2, 6)",1,1,-0.995825
middle,"(2, 2, 5)",1,1,-0.995911
middle,"(2, 2, 4)",1,1,-0.995998
middle,"(2, 2, 3)",1,1,-0.996084
middle,"(1, 14, 13)",1,1,-1.100000
middle,"(1, 14, 12)",1,1,-1.100699
middle,"(1, 14, 11)",1,1,-1.101399
middle,"(1, 14, 10)",1,1,-1.102098
middle,"(1, 14, 9)",1,1,-1.102797
middle,"(1, 14, 8)",1,1,-1.103497
middle,"(1, 14, 7)",1,1,-1.104196
middle,"(1, 14, 6)",1,1,-1.104895
middle,"(1, 14, 5)",1,1,-1.105594
middle,"(1, 14, 4)",1,1,-1.106294
middle,"(1, 14, 3)",1,1,-1.106993
middle,"(1, 14, 2)",1,1,-1.107692
middle,"(1, 13, 12)",1,1,-1.108333
middle,"(1, 13, 11)",1,1,-1.109103
middle,"(1, 13, 10)",1,1,-1.109872
middle,"(1, 13, 9)",1,1,-1.110641
middle,"(1, 13, 8)",1,1,-1.111410
middle,"(1, 13, 7)",1,1,-1.112179
middle,"(1, 13, 6)",1,1,-1.112949
middle,"(1, 13, 5)",1,1,-1.113718
middle,"(1, 13, 4)",1,1,-1.114487
middle,"(1, 13, 3)",1,1,-1.115256
middle,"(1, 13, 2)",1,1,-1.116026
middle,"(1, 12, 11)",1,1,-1.116667
middle,"(1, 12, 10)",1,1,-1.117521
middle,"(1, 12, 9)",1,1,-1.118376
middle,"(1, 12, 8)",1,1,-1.119231
middle,"(1, 12, 7)",1,1,-1.120085
middle,"(1, 12, 6)",1,1,-1.120940
middle,"(1, 12, 5)",1,1,-1.121795
middle,"(1, 12, 4)",1,1,-1.122650
middle,"(1, 12, 3)",1,1,-1.123504
middle,"(1, 12, 2)",1,1,-1.124359
middle,"(1, 11, 10)",1,1,-1.125000
middle,"(1, 11, 9)",1,1,-1.125962
middle,"(1, 11, 8)",1,1,-1.126923
middle,"(1, 11, 7)",1,1,-1.127885
middle,"(1, 11, 6)",1,1,-1.128846
middle,"(1, 11, 5)",1,1,-1.129808
middle,"(1, 11, 4)",1,1,-1.130769
middle,"(1, 11, 3)",1,1,-1.131731
middle,"(1, 11, 2)",1,1,-1.132692
middle,"(1, 10, 9)",1,1,-1.133333
middle,"(1, 10, 8)",1,1,-1.134432
middle,"(1, 10, 7)",1,1,-1.135531
middle,"(1, 10, 6)",1,1,-1.136630
middle,"(1, 10, 5)",1,1,-1.137729
middle,"(1, 10, 4)",1,1,-1.138828
middle,"(1, 10, 3)",1,1,-1.139927
middle,"(1, 10, 2)",1,1,-1.141026
middle,"(1, 9, 8)",1,1,-1.141667
middle,"(1, 9, 7)",1,1,-1.142949
middle,"(1, 9, 6)",1,1,-1.144231
middle,"(1, 9, 5)",1,1,-1.145513
middle,"(1, 9, 4)",1,1,-1.146795
middle,"(1, 9, 3)",1,1,-1.148077
middle,"(1, 9, 2)",1,1,-1.149359
middle,"(1, 8, 7)",1,1,-1.150000
middle,"(1, 8, 6)",1,1,-1.151538
middle,"(1, 8, 5)",1,1,-1.153077
middle,"(1, 8, 4)",1,1,-1.154615
middle,"(1, 8, 3)",1,1,-1.156154
middle,"(1, 8, 2)",1,1,-1.157692
middle,"(1, 7, 6)",1,1,-1.158333
middle,"(1, 7, 5)",1,1,-1.160256
middle,"(1, 7, 4)",1,1,-1.162179
middle,"(1, 7, 3)",1,1,-1.164103
middle,"(1, 7, 2)",1,1,-1.166026
middle,"(1, 6, 5)",1,1,-1.166667
middle,"(1, 6, 4)",1,1,-1.169231
middle,"(1, 6, 3)",1,1,-1.171795
middle,"(1, 6, 2)",1,1,-1.174359
middle,"(1, 5, 4)",1,1,-1.175000
middle,"(1, 5, 3)",1,1,-1.178846
middle,"(1, 5, 2)",1,1,-1.182692
middle,"(1, 4, 3)",1,1,-1.183333
middle,"(1, 4, 2)",1,1,-1.191026
middle,"(1, 3, 2)",1,1,-1.191667
back,"(16, 14)",1,1,18.000000
back,"(16, 13)",1,1,17.999950
back,"(16, 12)",1,1,17.999900
back,"(16, 11)",1,1,17.999850
back,"(16, 10)",1,1,17.999800
back,"(16, 9)",1,1,17.999750
back,"(16, 8)",1,1,17.999700
back,"(16, 7)",1,1,17.999650
back,"(16, 6)",1,1,17.999600
back,"(16, 5)",1,1,17.999550
back,"(16, 4)",1,1,17.999500
back,"(16, 3)",1,1,17.999450
back,"(16, 2)",1,1,17.999400
back,"(15, 14, 13)",1,1,13.999967
back,"(15, 14, 5)",1,1,13.998967
back,"(15, 13, 12)",1,1,13.996933
back,"(15, 12, 11)",1,1,13.993900
back,"(15, 11, 10)",1,1,13.990867
back,"(15, 10, 9)",1,1,13.987833
back,"(15, 9, 8)",1,1,13.984800
back,"(15, 8, 7)",1,1,13.981767
back,"(14, 14)",1,1,13.980000
back,"(14, 13)",1,1,13.981478
back,"(14, 12)",1,1,13.982956
back,"(14, 11)",1,1,13.984433
back,"(14, 10)",1,1,13.985911
back,"(14, 9)",1,1,13.987389
back,"(14, 8)",1,1,13.988867
back,"(14, 7)",1,1,13.990344
back,"(14, 6)",1,1,13.991822
back,"(14, 5)",1,1,13.993300
back,"(14, 4)",1,1,13.994778
back,"(14, 3)",1,1,13.996256
back,"(14, 2)",1,1,13.997733
back,"(13, 14, 13)",1,1,10.986802
back,"(13, 14, 5)",1,1,10.985802
back,"(13, 13, 12)",1,1,10.977007
back,"(13, 12, 11)",1,1,10.967211
back,"(13, 11, 10)",1,1,10.957416
back,"(13, 10, 9)",1,1,10.947621
back,"(13, 9, 8)",1,1,10.937826
back,"(13, 8, 7)",1,1,10.928031
back,"(13, 7, 6)",1,1,10.918235
back,"(12, 14)",1,1,10.910000
back,"(12, 13)",1,1,10.907575
back,"(12, 12)",1,1,10.905150
back,"(12, 11)",1,1,10.902725
back,"(12, 10)",1,1,10.900300
back,"(12, 9)",1,1,10.897874
back,"(12, 8)",1,1,10.895449
back,"(12, 7)",1,1,10.893024
back,"(12, 6)",1,1,10.890599
back,"(12, 5)",1,1,10.888174
back,"(12, 4)",1,1,10.885749
back,"(12, 3)",1,1,10.883324
back,"(12, 2)",1,1,10.880899
back,"(11, 14, 13)",1,1,7.827381
back,"(11, 14, 5)",1,1,7.826381
back,"(11, 13, 12)",1,1,7.800748
back,"(11, 12, 11)",1,1,7.774114
back,"(11, 11, 10)",1,1,7.747481
back,"(11, 10, 9)",1,1,7.720848
back,"(11, 9, 8)",1,1,7.694214
back,"(11, 8, 7)",1,1,7.667581
back,"(11, 7, 6)",1,1,7.640948
back,"(11, 6, 5)",1,1,7.614314
back,"(10, 14)",1,1,5.631393
back,"(10, 13)",1,1,5.616076
back,"(10, 12)",1,1,5.600759
back,"(10, 11)",1,1,5.585443
back,"(10, 10)",1,1,5.570126
back,"(10, 9)",1,1,5.554809
back,"(10, 8)",1,1,5.539493
back,"(10, 7)",1,1,5.524176
back,"(10, 6)",1,1,5.508859
back,"(10, 5)",1,1,5.493543
back,"(10, 4)",1,1,5.478226
back,"(10, 3)",1,1,5.462909
back,"(10, 2)",1,1,5.447593
back,"(9, 14, 13)",1,1,4.380718
back,"(9, 14, 5)",1,1,4.379718
back,"(9, 13, 12)",1,1,4.330588
back,"(9, 12, 11)",1,1,4.280459
back,"(9, 11, 10)",1,1,4.230329
back,"(9, 10, 9)",1,1,4.180199
back,"(9, 9, 8)",1,1,4.130070
back,"(9, 8, 7)",1,1,4.079940
back,"(9, 7, 6)",1,1,4.029810
back,"(9, 6, 5)",1,1,3.979681
back,"(9, 5, 4)",1,1,3.929551
back,"(8, 14, 13)",1,1,2.610928
back,"(8, 14, 12)",1,1,2.603560
back,"(8, 14, 11)",1,1,2.596192
back,"(8, 14, 10)",1,1,2.588824
back,"(8, 14, 9)",1,1,2.581456
back,"(8, 14, 8)",1,1,2.574089
back,"(8, 14, 7)",1,1,2.566721
back,"(8, 14, 6)",1,1,2.559353
back,"(8, 14, 5)",1,1,2.551985
back,"(8, 14, 4)",1,1,2.544617
back,"(8, 14, 3)",1,1,2.537249
back,"(8, 14, 2)",1,1,2.529882
back,"(8, 13, 14)",1,1,2.523128
back,"(8, 13, 12)",1,1,2.515760
back,"(8, 13, 11)",1,1,2.508392
back,"(8, 13, 10)",1,1,2.501024
back,"(8, 13, 9)",1,1,2.493656
back,"(8, 13, 8)",1,1,2.486289
back,"(8, 13, 7)",1,1,2.478921
back,"(8, 13, 6)",1,1,2.471553
back,"(8, 13, 5)",1,1,2.464185
back,"(8, 13, 4)",1,1,2.456817
back,"(8, 13, 3)",1,1,2.449449
back,"(8, 13, 2)",1,1,2.442082
back,"(8, 12, 14)",1,1,2.435328
back,"(8, 12, 13)",1,1,2.427960
back,"(8, 12, 11)",1,1,2.420592
back,"(8, 12, 10)",1,1,2.413224
back,"(8, 12, 9)",1,1,2.405856
back,"(8, 12, 8)",1,1,2.398489
back,"(8, 12, 7)",1,1,2.391121
back,"(8, 12, 6)",1,1,2.383753
back,"(8, 12, 5)",1,1,2.376385
back,"(8, 12, 4)",1,1,2.369017
back,"(8, 12, 3)",1,1,2.361649
back,"(8, 12, 2)",1,1,2.354282
back,"(8, 11, 14)",1,1,2.347528
back,"(8, 11, 13)",1,1,2.340160
back,"(8, 11, 12)",1,1,2.332792
back,"(8, 11, 10)",1,1,2.325424
back,"(8, 11, 9)",1,1,2.318056
back,"(8, 11, 8)",1,1,2.310689
back,"(8, 11, 7)",1,1,2.303321
back,"(8, 11, 6)",1,1,2.295953
back,"(8, 11, 5)",1,1,2.288585
back,"(8, 11, 4)",1,1,2.281217
back,"(8, 11, 3)",1,1,2.273849
back,"(8, 11, 2)",1,1,2.266482
back,"(8, 10, 14)",1,1,2.259728
back,"(8, 10, 13)",1,1,2.252360
back,"(8, 10, 12)",1,1,2.244992
back,"(8, 10, 11)",1,1,2.237624
back,"(8, 10, 9)",1,1,2.230256
back,"(8, 10, 8)",1,1,2.222889
back,"(8, 10, 7)",1,1,2.215521
back,"(8, 10, 6)",1,1,2.208153
back,"(8, 10, 5)",1,1,2.200785
back,"(8, 10, 4)",1,1,2.193417
back,"(8, 10, 3)",1,1,2.186049
back,"(8, 10, 2)",1,1,2.178682
back,"(8, 9, 14)",1,1,2.171928
back,"(8, 9, 13)",1,1,2.164560
back,"(8, 9, 12)",1,1,2.157192
back,"(8, 9, 11)",1,1,2.149824
back,"(8, 9, 10)",1,1,2.142456
back,"(8, 9, 8)",1,1,2.135089
back,"(8, 9, 7)",1,1,2.127721
back,"(8, 9, 6)",1,1,2.120353
back,"(8, 9, 5)",1,1,2.112985
back,"(8, 9, 4)",1,1,2.105617
back,"(8, 9, 3)",1,1,2.098249
back,"(8, 9, 2)",1,1,2.090882
back,"(8, 8, 14)",1,1,2.084128
back,"(8, 8, 13)",1,1,2.076760
back,"(8, 8, 12)",1,1,2.069392
back,"(8, 8, 11)",1,1,2.062024
back,"(8, 8, 10)",1,1,2.054656
back,"(8, 8, 9)",1,1,2.047289
back,"(8, 8, 7)",1,1,2.039921
back,"(8, 8, 6)",1,1,2.032553
back,"(8, 8, 5)",1,1,2.025185
back,"(8, 8, 4)",1,1,2.017817
back,"(8, 8, 3)",1,1,2.010449
back,"(8, 8, 2)",1,1,2.003082
back,"(8, 7, 14)",1,1,1.996328
back,"(8, 7, 13)",1,1,1.988960
back,"(8, 7, 12)",1,1,1.981592
back,"(8, 7, 11)",1,1,1.974224
back,"(8, 7, 10)",1,1,1.966856
back,"(8, 7, 9)",1,1,1.959489
back,"(8, 7, 8)",1,1,1.952121
back,"(8, 7, 6)",1,1,1.944753
back,"(8, 7, 5)",1,1,1.937385
back,"(8, 7, 4)",1,1,1.930017
back,"(8, 7, 3)",1,1,1.922649
back,"(8, 7, 2)",1,1,1.915282
back,"(8, 6, 14)",1,1,1.908528
back,"(8, 6, 13)",1,1,1.901160
back,"(8, 6, 12)",1,1,1.893792
back,"(8, 6, 11)",1,1,1.886424
back,"(8, 6, 10)",1,1,1.879056
back,"(8, 6, 9)",1,1,1.871689
back,"(8, 6, 8)",1,1,1.864321
back,"(8, 6, 7)",1,1,1.856953
back,"(8, 6, 5)",1,1,1.849585
back,"(8, 6, 4)",1,1,1.842217
back,"(8, 6, 3)",1,1,1.834849
back,"(8, 6, 2)",1,1,1.827482
back,"(8, 5, 14)",1,1,1.820728
back,"(8, 5, 13)",1,1,1.813360
back,"(8, 5, 12)",1,1,1.805992
back,"(8, 5, 11)",1,1,1.798624
back,"(8, 5, 10)",1,1,1.791256
back,"(8, 5, 9)",1,1,1.783889
back,"(8, 5, 8)",1,1,1.776521
back,"(8, 5, 7)",1,1,1.769153
back,"(8, 5, 6)",1,1,1.761785
back,"(8, 5, 4)",1,1,1.754417
back,"(8, 5, 3)",1,1,1.747049
back,"(8, 5, 2)",1,1,1.739682
back,"(8, 4, 14)",1,1,1.732928
back,"(8, 4, 13)",1,1,1.725560
back,"(8, 4, 12)",1,1,1.718192
back,"(8, 4, 11)",1,1,1.710824
back,"(8, 4, 10)",1,1,1.703456
back,"(8, 4, 9)",1,1,1.696089
back,"(8, 4, 8)",1,1,1.688721
back,"(8, 4, 7)",1,1,1.681353
back,"(8, 4, 6)",1,1,1.673985
back,"(8, 4, 5)",1,1,1.666617
back,"(8, 4, 3)",1,1,1.659249
back,"(8, 4, 2)",1,1,1.651882
back,"(8, 3, 14)",1,1,1.645128
back,"(8, 3, 13)",1,1,1.637760
back,"(8, 3, 12)",1,1,1.630392
back,"(8, 3, 11)",1,1,1.623024
back,"(8, 3, 10)",1,1,1.615656
back,"(8, 3, 9)",1,1,1.608289
back,"(8, 3, 8)",1,1,1.600921
back,"(8, 3, 7)",1,1,1.593553
back,"(8, 3, 6)",1,1,1.586185
back,"(8, 3, 5)",1,1,1.578817
back,"(8, 3, 4)",1,1,1.571449
back,"(8, 3, 2)",1,1,1.564082
back,"(8, 2, 14)",1,1,1.557328
back,"(8, 2, 13)",1,1,1.549960
back,"(8, 2, 12)",1,1,1.542592
back,"(8, 2, 11)",1,1,1.535224
back,"(8, 2, 10)",1,1,1.527856
back,"(8, 2, 9)",1,1,1.520489
back,"(8, 2, 8)",1,1,1.513121
back,"(8, 2, 7)",1,1,1.505753
back,"(8, 2, 6)",1,1,1.498385
back,"(8, 2, 5)",1,1,1.491017
back,"(8, 2, 4)",1,1,1.483649
back,"(8, 2, 3)",1,1,1.476282
back,"(7, 14, 13)",1,1,-0.095979
back,"(7, 14, 12)",1,1,-0.098342
back,"(7, 14, 11)",1,1,-0.100704
back,"(7, 14, 10)",1,1,-0.103067
back,"(7, 14, 9)",1,1,-0.105430
back,"(7, 14, 8)",1,1,-0.107792
back,"(7, 14, 7)",1,1,-0.110155
back,"(7, 14, 6)",1,1,-0.112518
back,"(7, 14, 5)",1,1,-0.114881
back,"(7, 14, 4)",1,1,-0.117243
back,"(7, 14, 3)",1,1,-0.119606
back,"(7, 14, 2)",1,1,-0.121969
back,"(7, 13, 14)",1,1,-0.124134
back,"(7, 13, 12)",1,1,-0.126497
back,"(7, 13, 11)",1,1,-0.128860
back,"(7, 13, 10)",1,1,-0.131223
back,"(7, 13, 9)",1,1,-0.133585
back,"(7, 13, 8)",1,1,-0.135948
back,"(7, 13, 7)",1,1,-0.138311
back,"(7, 13, 6)",1,1,-0.140673
back,"(7, 13, 5)",1,1,-0.143036
back,"(7, 13, 4)",1,1,-0.145399
back,"(7, 13, 3)",1,1,-0.147762
back,"(7, 13, 2)",1,1,-0.150124
back,"(7, 12, 14)",1,1,-0.152290
back,"(7, 12, 13)",1,1,-0.154653
back,"(7, 12, 11)",1,1,-0.157015
back,"(7, 12, 10)",1,1,-0.159378
back,"(7, 12, 9)",1,1,-0.161741
back,"(7, 12, 8)",1,1,-0.164104
back,"(7, 12, 7)",1,1,-0.166466
back,"(7, 12, 6)",1,1,-0.168829
back,"(7, 12, 5)",1,1,-0.171192
back,"(7, 12, 4)",1,1,-0.173554
back,"(7, 12, 3)",1,1,-0.175917
back,"(7, 12, 2)",1,1,-0.178280
back,"(7, 11, 14)",1,1,-0.180446
back,"(7, 11, 13)",1,1,-0.182808
back,"(7, 11, 12)",1,1,-0.185171
back,"(7, 11, 10)",1,1,-0.187534
back,"(7, 11, 9)",1,1,-0.189896
back,"(7, 11, 8)",1,1,-0.192259
back,"(7, 11, 7)",1,1,-0.194622
back,"(7, 11, 6)",1,1,-0.196985
back,"(7, 11, 5)",1,1,-0.199347
back,"(7, 11, 4)",1,1,-0.201710
back,"(7, 11, 3)",1,1,-0.204073
back,"(7, 11, 2)",1,1,-0.206435
back,"(7, 10, 14)",1,1,-0.208601
back,"(7, 10, 13)",1,1,-0.210964
back,"(7, 10, 12)",1,1,-0.213327
back,"(7, 10, 11)",1,1,-0.215689
back,"(7, 10, 9)",1,1,-0.218052
back,"(7, 10, 8)",1,1,-0.220415
back,"(7, 10, 7)",1,1,-0.222777
back,"(7, 10, 6)",1,1,-0.225140
back,"(7, 10, 5)",1,1,-0.227503
back,"(7, 10, 4)",1,1,-0.229865
back,"(7, 10, 3)",1,1,-0.232228
back,"(7, 10, 2)",1,1,-0.234591
back,"(7, 9, 14)",1,1,-0.236757
back,"(7, 9, 13)",1,1,-0.239119
back,"(7, 9, 12)",1,1,-0.241482
back,"(7, 9, 11)",1,1,-0.243845
back,"(7, 9, 10)",1,1,-0.246208
back,"(7, 9, 8)",1,1,-0.248570
back,"(7, 9, 7)",1,1,-0.250933
back,"(7, 9, 6)",1,1,-0.253296
back,"(7, 9, 5)",1,1,-0.255658
back,"(7, 9, 4)",1,1,-0.258021
back,"(7, 9, 3)",1,1,-0.260384
back,"(7, 9, 2)",1,1,-0.262746
back,"(7, 8, 14)",1,1,-0.264912
back,"(7, 8, 13)",1,1,-0.267275
back,"(7, 8, 12)",1,1,-0.269638
back,"(7, 8, 11)",1,1,-0.272000
back,"(7, 8, 10)",1,1,-0.274363
back,"(7, 8, 9)",1,1,-0.276726
back,"(7, 8, 7)",1,1,-0.279088
back,"(7, 8, 6)",1,1,-0.281451
back,"(7, 8, 5)",1,1,-0.283814
back,"(7, 8, 4)",1,1,-0.286177
back,"(7, 8, 3)",1,1,-0.288539
back,"(7, 8, 2)",1,1,-0.290902
back,"(7, 7, 14)",1,1,-0.293068
back,"(7, 7, 13)",1,1,-0.295431
back,"(7, 7, 12)",1,1,-0.297793
back,"(7, 7, 11)",1,1,-0.300156
back,"(7, 7, 10)",1,1,-0.302519
back,"(7, 7, 9)",1,1,-0.304881
back,"(7, 7, 8)",1,1,-0.307244
back,"(7, 7, 6)",1,1,-0.309607
back,"(7, 7, 5)",1,1,-0.311969
back,"(7, 7, 4)",1,1,-0.314332
back,"(7, 7, 3)",1,1,-0.316695
back,"(7, 7, 2)",1,1,-0.319058
back,"(7, 6, 14)",1,1,-0.321223
back,"(7, 6, 13)",1,1,-0.323586
back,"(7, 6, 12)",1,1,-0.325949
back,"(7, 6, 11)",1,1,-0.328311
back,"(7, 6, 10)",1,1,-0.330674
back,"(7, 6, 9)",1,1,-0.333037
back,"(7, 6, 8)",1,1,-0.335400
back,"(7, 6, 7)",1,1,-0.337762
back,"(7, 6, 5)",1,1,-0.340125
back,"(7, 6, 4)",1,1,-0.342488
back,"(7, 6, 3)",1,1,-0.344850
back,"(7, 6, 2)",1,1,-0.347213
back,"(7, 5, 14)",1,1,-0.349379
back,"(7, 5, 13)",1,1,-0.351742
back,"(7, 5, 12)",1,1,-0.354104
back,"(7, 5, 11)",1,1,-0.356467
back,"(7, 5, 10)",1,1,-0.358830
back,"(7, 5, 9)",1,1,-0.361192
back,"(7, 5, 8)",1,1,-0.363555
back,"(7, 5, 7)",1,1,-0.365918
back,"(7, 5, 6)",1,1,-0.368281
back,"(7, 5, 4)",1,1,-0.370643
back,"(7, 5, 3)",1,1,-0.373006
back,"(7, 5, 2)",1,1,-0.375369
back,"(7, 4, 14)",1,1,-0.377534
back,"(7, 4, 13)",1,1,-0.379897
back,"(7, 4, 12)",1,1,-0.382260
back,"(7, 4, 11)",1,1,-0.384623
back,"(7, 4, 10)",1,1,-0.386985
back,"(7, 4, 9)",1,1,-0.389348
back,"(7, 4, 8)",1,1,-0.391711
back,"(7, 4, 7)",1,1,-0.394073
back,"(7, 4, 6)",1,1,-0.396436
back,"(7, 4, 5)",1,1,-0.398799
back,"(7, 4, 3)",1,1,-0.401162
back,"(7, 4, 2)",1,1,-0.403524
back,"(7, 3, 14)",1,1,-0.405690
back,"(7, 3, 13)",1,1,-0.408053
back,"(7, 3, 12)",1,1,-0.410415
back,"(7, 3, 11)",1,1,-0.412778
back,"(7, 3, 10)",1,1,-0.415141
back,"(7, 3, 9)",1,1,-0.417504
back,"(7, 3, 8)",1,1,-0.419866
back,"(7, 3, 7)",1,1,-0.422229
back,"(7, 3, 6)",1,1,-0.424592
back,"(7, 3, 5)",1,1,-0.426954
