hand_rank_tuple,position,hand_type,primary_rank,win_rate,win_points,positive_ev,higher_types_loss_ev,same_type_loss_ev,total_negative_ev,final_ev,extrapolated
"(7, 7)",back,Full House,7,0.29331619537275067,1,0.29331619537275067,-2.0119666666666665,-0.2258,-2.2377666666666665,-1.9444504712939157,
"(7, 6)",back,Full House,6,0.27492877492877493,1,0.27492877492877493,-2.0119666666666665,-0.2517333333333333,-2.2636999999999996,-1.9887712250712246,
"(7, 5)",back,Full House,5,0.23665223665223664,1,0.23665223665223664,-2.0119666666666665,-0.27513333333333334,-2.2870999999999997,-2.050447763347763,
"(7, 4)",back,Full House,4,0.23241491085899513,1,0.23241491085899513,-2.0119666666666665,-0.29823333333333335,-2.3102,-2.077785089141005,
"(7, 2)",back,Full House,2,0.2,1,0.2,-2.0119666666666665,-0.33786666666666665,-2.349833333333333,-2.149833333333333,
"(7, 3)",back,Full House,3,0.19090909090909092,1,0.19090909090909092,-2.0119666666666665,-0.3188,-2.3307666666666664,-2.1398575757575755,
"(5, 14, 5)",back,Straight,14,0.003076923076923077,1,0.003076923076923077,-2.5544,-0.0,-2.5544,-2.551323076923077,
"(5, 8, 7)",back,Straight,8,0.0,1,0.0,-2.5544,-0.005533333333333334,-2.559933333333333,-2.559933333333333,
"(5, 9, 8)",back,Straight,9,0.0,1,0.0,-2.5544,-0.005433333333333333,-2.559833333333333,-2.559833333333333,
"(5, 10, 9)",back,Straight,10,0.0,1,0.0,-2.5544,-0.005233333333333334,-2.559633333333333,-2.559633333333333,
"(5, 11, 10)",back,Straight,11,0.0,1,0.0,-2.5544,-0.005,-2.5593999999999997,-2.5593999999999997,
"(5, 12, 11)",back,Straight,12,0.0,1,0.0,-2.5544,-0.004533333333333334,-2.558933333333333,-2.558933333333333,
"(5, 13, 12)",back,Straight,13,0.0,1,0.0,-2.5544,-0.0041,-2.5585,-2.5585,
"(5, 14, 13)",back,Straight,14,0.0,1,0.0,-2.5544,-0.0,-2.5544,-2.5544,
"(9, 14, 13)",back,Straight Flush,14,0.9362397820163487,5,4.6811989100817435,-0.41026666666666667,-0.0,-0.41026666666666667,4.270932243415077,
"(9, 14, 5)",back,Straight Flush,14,0.914902807775378,5,4.57451403887689,-0.41026666666666667,-0.0,-0.41026666666666667,4.164247372210223,
"(9, 13, 12)",back,Straight Flush,13,0.9090225563909774,5,4.545112781954887,-0.41026666666666667,-0.13833333333333334,-0.5486,3.996512781954887,
"(9, 12, 11)",back,Straight Flush,12,0.9064406779661017,5,4.532203389830508,-0.41026666666666667,-0.18266666666666667,-0.5929333333333333,3.939270056497175,
"(9, 11, 10)",back,Straight Flush,11,0.8906574394463668,5,4.453287197231834,-0.41026666666666667,-0.23183333333333334,-0.6421,3.811187197231834,
"(9, 10, 9)",back,Straight Flush,10,0.8860139860139861,5,4.43006993006993,-0.41026666666666667,-0.28,-0.6902666666666667,3.7398032634032634,
"(9, 9, 8)",back,Straight Flush,9,0.8612903225806452,5,4.306451612903226,-0.41026666666666667,-0.32766666666666666,-0.7379333333333333,3.5685182795698926,
"(9, 8, 7)",back,Straight Flush,8,0.8596638655462185,5,4.298319327731093,-0.41026666666666667,-0.369,-0.7792666666666667,3.5190526610644266,
"(9, 7, 6)",back,Straight Flush,7,0.8564705882352941,5,4.2823529411764705,-0.41026666666666667,-0.4086666666666667,-0.8189333333333333,3.463419607843137,
"(9, 6, 5)",back,Straight Flush,6,0.8439655172413794,5,4.219827586206897,-0.41026666666666667,-0.45116666666666666,-0.8614333333333333,3.3583942528735635,
"(3, 9, 4, 12, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,9,0.0,1,0.0,-2.5599666666666665,-0.00013333333333333334,-2.5601,-2.5601,
"(3, 11, 5, 12, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,11,0.0,1,0.0,-2.5599666666666665,-0.0001,-2.5600666666666667,-2.5600666666666667,
"(3, 12, 6, 11, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,12,0.0,1,0.0,-2.5599666666666665,-3.3333333333333335e-05,-2.56,-2.56,
"(3, 12, 8, 6, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,12,0.0,1,0.0,-2.5599666666666665,-3.3333333333333335e-05,-2.56,-2.56,
"(3, 13, 4, 9, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,13,0.0,1,0.0,-2.5599666666666665,-0.0,-2.5599666666666665,-2.5599666666666665,
"(6, 14)",front,Flush,14,0.9351089588377723,4,3.7404358353510894,-0.2097,-0.0,-0.2097,3.5307358353510896,
"(6, 13)",front,Flush,13,0.8987323943661972,4,3.594929577464789,-0.2097,-0.1652,-0.3749,3.220029577464789,
"(6, 12)",front,Flush,12,0.856201214223764,4,3.424804856895056,-0.2097,-0.3545333333333333,-0.5642333333333334,2.860571523561723,
"(6, 11)",front,Flush,11,0.8209737827715355,4,3.283895131086142,-0.2097,-0.5082666666666666,-0.7179666666666666,2.5659284644194758,
"(6, 10)",front,Flush,10,0.8029106029106029,4,3.2116424116424116,-0.2097,-0.6150666666666667,-0.8247666666666666,2.386875744975745,
"(6, 5)",front,Flush,5,0.8,4,3.2,-0.2097,-0.7464,-0.9561,2.2439,
"(6, 9)",front,Flush,9,0.7697986577181208,4,3.0791946308724834,-0.2097,-0.6792,-0.8889,2.1902946308724833,
"(6, 8)",front,Flush,8,0.7519480519480519,4,3.0077922077922077,-0.2097,-0.7189333333333333,-0.9286333333333333,2.0791588744588743,
"(6, 7)",front,Flush,7,0.7454545454545455,4,2.981818181818182,-0.2097,-0.7394666666666667,-0.9491666666666667,2.032651515151515,
"(6, 6)",front,Flush,6,0.675,4,2.7,-0.2097,-0.7453333333333333,-0.9550333333333333,1.744966666666667,
"(8, 2)",front,Four of a Kind,2,1.0,12,12.0,-0.0,-0.008,-0.008,11.992,
"(8, 3)",front,Four of a Kind,3,1.0,12,12.0,-0.0,-0.0064,-0.0064,11.9936,
"(8, 4)",front,Four of a Kind,4,1.0,12,12.0,-0.0,-0.0052,-0.0052,11.9948,
"(8, 5)",front,Four of a Kind,5,1.0,12,12.0,-0.0,-0.0032,-0.0032,11.9968,
"(8, 6)",front,Four of a Kind,6,1.0,12,12.0,-0.0,-0.0024000000000000002,-0.0024000000000000002,11.9976,
"(8, 7)",front,Four of a Kind,7,1.0,12,12.0,-0.0,-0.002,-0.002,11.998,
"(8, 8)",front,Four of a Kind,8,1.0,12,12.0,-0.0,-0.0012000000000000001,-0.0012000000000000001,11.9988,
"(8, 11)",front,Four of a Kind,11,1.0,12,12.0,-0.0,-0.0008,-0.0008,11.9992,
"(8, 12)",front,Four of a Kind,12,1.0,12,12.0,-0.0,-0.0004,-0.0004,11.9996,
"(8, 13)",front,Four of a Kind,13,1.0,12,12.0,-0.0,-0.0,-0.0,12.0,
"(7, 11)",front,Full House,11,1.0,5,5.0,-0.0112,-0.009333333333333332,-0.020533333333333334,4.979466666666666,
"(7, 12)",front,Full House,12,1.0,5,5.0,-0.0112,-0.0045,-0.0157,4.9843,
"(7, 13)",front,Full House,13,1.0,5,5.0,-0.0112,-0.0018333333333333333,-0.013033333333333333,4.9869666666666665,
"(7, 14)",front,Full House,14,1.0,5,5.0,-0.0112,-0.0,-0.0112,4.9888,
"(7, 8)",front,Full House,8,0.9975903614457832,5,4.9879518072289155,-0.0112,-0.043166666666666666,-0.05436666666666667,4.933585140562249,
"(7, 10)",front,Full House,10,0.995,5,4.975,-0.0112,-0.016999999999999998,-0.028199999999999996,4.9468,
"(7, 9)",front,Full House,9,0.9922077922077922,5,4.961038961038961,-0.0112,-0.03033333333333333,-0.04153333333333333,4.919505627705627,
"(7, 7)",front,Full House,7,0.9865384615384616,5,4.932692307692308,-0.0112,-0.057,-0.0682,4.864492307692308,
"(7, 6)",front,Full House,6,0.9851239669421488,5,4.925619834710744,-0.0112,-0.07433333333333333,-0.08553333333333334,4.840086501377411,
"(7, 5)",front,Full House,5,0.9791666666666666,5,4.895833333333333,-0.0112,-0.0945,-0.1057,4.790133333333333,
"(7, 3)",front,Full House,3,0.97625,5,4.88125,-0.0112,-0.14333333333333334,-0.15453333333333333,4.7267166666666665,
"(7, 4)",front,Full House,4,0.9718120805369127,5,4.859060402684563,-0.0112,-0.1185,-0.12969999999999998,4.729360402684564,
"(7, 2)",front,Full House,2,0.9461988304093567,5,4.730994152046783,-0.0112,-0.17,-0.1812,4.5497941520467835,
"(2, 14)",front,Pair,14,0.39675383228133454,1,0.39675383228133454,-2.1406,-0.0,-2.1406,-1.7438461677186656,
"(2, 13)",front,Pair,13,0.295,1,0.295,-2.1406,-0.1109,-2.2515,-1.9565000000000001,
"(2, 12)",front,Pair,12,0.2200859291084855,1,0.2200859291084855,-2.1406,-0.1989,-2.3395,-2.119414070891515,
"(2, 11)",front,Pair,11,0.16804915514592933,1,0.16804915514592933,-2.1406,-0.2609666666666667,-2.4015666666666666,-2.2335175115207373,
"(2, 10)",front,Pair,10,0.127734375,1,0.127734375,-2.1406,-0.3043666666666667,-2.4449666666666667,-2.3172322916666666,
"(2, 9)",front,Pair,9,0.0949874686716792,1,0.0949874686716792,-2.1406,-0.3385,-2.4791,-2.3841125313283205,
"(2, 8)",front,Pair,8,0.0728110599078341,1,0.0728110599078341,-2.1406,-0.3651,-2.5057,-2.432888940092166,
"(2, 7)",front,Pair,7,0.059519408502772646,1,0.059519408502772646,-2.1406,-0.3868,-2.5274,-2.4678805914972273,
"(2, 6)",front,Pair,6,0.043243243243243246,1,0.043243243243243246,-2.1406,-0.4048333333333333,-2.5454333333333334,-2.50219009009009,
"(2, 5)",front,Pair,5,0.0281437125748503,1,0.0281437125748503,-2.1406,-0.41963333333333336,-2.5602333333333336,-2.5320896207584833,
"(2, 4)",front,Pair,4,0.019795221843003412,1,0.019795221843003412,-2.1406,-0.4307666666666667,-2.5713666666666666,-2.5515714448236633,
"(2, 3)",front,Pair,3,0.012142857142857143,1,0.012142857142857143,-2.1406,-0.44053333333333333,-2.5811333333333333,-2.5689904761904763,
"(2, 2)",front,Pair,2,0.002575107296137339,1,0.002575107296137339,-2.1406,-0.4498666666666667,-2.590466666666667,-2.5878915593705294,
"(5, 14, 13)",front,Straight,14,0.7447120418848168,4,2.978848167539267,-0.9570333333333333,-0.0,-0.9570333333333333,2.0218148342059337,
"(5, 14, 5)",front,Straight,14,0.7010213556174559,4,2.8040854224698237,-0.9570333333333333,-0.0,-0.9570333333333333,1.8470520891364903,
"(5, 13, 12)",front,Straight,13,0.6842696629213483,4,2.737078651685393,-0.9570333333333333,-0.27093333333333336,-1.2279666666666667,1.5091119850187265,
"(5, 12, 11)",front,Straight,12,0.6726760563380282,4,2.6907042253521127,-0.9570333333333333,-0.3658666666666667,-1.3229,1.3678042253521128,
"(5, 11, 10)",front,Straight,11,0.6265095729013255,4,2.506038291605302,-0.9570333333333333,-0.46053333333333335,-1.4175666666666666,1.0884716249386353,
"(5, 10, 9)",front,Straight,10,0.6104746317512275,4,2.44189852700491,-0.9570333333333333,-0.5510666666666667,-1.5081,0.9337985270049101,
"(5, 9, 8)",front,Straight,9,0.5935860058309038,4,2.3743440233236153,-0.9570333333333333,-0.6325333333333333,-1.5895666666666666,0.7847773566569487,
"(5, 8, 7)",front,Straight,8,0.5721153846153846,4,2.2884615384615383,-0.9570333333333333,-0.724,-1.6810333333333332,0.6074282051282052,
"(5, 6, 5)",front,Straight,6,0.55375,4,2.215,-0.9570333333333333,-0.8914666666666666,-1.8485,0.3664999999999998,
"(5, 7, 6)",front,Straight,7,0.539873417721519,4,2.159493670886076,-0.9570333333333333,-0.8072,-1.7642333333333333,0.3952603375527426,
"(4, 14)",front,Three of a Kind,14,0.544,3,1.6320000000000001,-1.9125,-0.0,-1.9125,-0.28049999999999997,
"(4, 10)",front,Three of a Kind,10,0.51875,3,1.5562500000000001,-1.9125,-0.11309999999999999,-2.0256000000000003,-0.46935000000000016,
"(4, 11)",front,Three of a Kind,11,0.5173913043478261,3,1.5521739130434784,-1.9125,-0.0901,-2.0026,-0.45042608695652175,
"(4, 12)",front,Three of a Kind,12,0.5101694915254237,3,1.530508474576271,-1.9125,-0.0665,-1.979,-0.44849152542372916,
"(4, 8)",front,Three of a Kind,8,0.5100671140939598,3,1.5302013422818792,-1.9125,-0.1478,-2.0603000000000002,-0.530098657718121,
"(4, 13)",front,Three of a Kind,13,0.5015873015873016,3,1.5047619047619047,-1.9125,-0.035,-1.9475,-0.44273809523809526,
"(4, 3)",front,Three of a Kind,3,0.48771929824561405,3,1.4631578947368422,-1.9125,-0.208,-2.1205000000000003,-0.6573421052631581,
"(4, 9)",front,Three of a Kind,9,0.4844919786096257,3,1.4534759358288771,-1.9125,-0.1291,-2.0416,-0.5881240641711227,
"(4, 2)",front,Three of a Kind,2,0.4827586206896552,3,1.4482758620689655,-1.9125,-0.21939999999999998,-2.1319,-0.6836241379310344,
"(4, 6)",front,Three of a Kind,6,0.4689655172413793,3,1.4068965517241379,-1.9125,-0.1776,-2.0901,-0.6832034482758622,
"(4, 7)",front,Three of a Kind,7,0.4604026845637584,3,1.3812080536912752,-1.9125,-0.1627,-2.0752,-0.693991946308725,
"(4, 4)",front,Three of a Kind,4,0.45185185185185184,3,1.3555555555555556,-1.9125,-0.19990000000000002,-2.1124,-0.7568444444444444,
"(4, 5)",front,Three of a Kind,5,0.4355140186915888,3,1.3065420560747665,-1.9125,-0.18919999999999998,-2.1017,-0.7951579439252336,
"(10, 2)",middle,5 of a Kind,2,1.0,1,1.0,-0.0010666666666666667,-0.0004,-0.0014666666666666667,0.9985333333333334,
"(10, 3)",middle,5 of a Kind,3,1.0,1,1.0,-0.0010666666666666667,-0.00036666666666666667,-0.0014333333333333333,0.9985666666666667,
"(10, 4)",middle,5 of a Kind,4,1.0,1,1.0,-0.0010666666666666667,-0.0003,-0.0013666666666666666,0.9986333333333334,
"(10, 5)",middle,5 of a Kind,5,1.0,1,1.0,-0.0010666666666666667,-0.0002666666666666667,-0.0013333333333333335,0.9986666666666667,
"(10, 7)",middle,5 of a Kind,7,1.0,1,1.0,-0.0010666666666666667,-0.00023333333333333333,-0.0013,0.9987,
"(10, 8)",middle,5 of a Kind,8,1.0,1,1.0,-0.0010666666666666667,-0.0002,-0.0012666666666666668,0.9987333333333334,
"(10, 9)",middle,5 of a Kind,9,1.0,1,1.0,-0.0010666666666666667,-0.00016666666666666666,-0.0012333333333333335,0.9987666666666667,
"(10, 11)",middle,5 of a Kind,11,1.0,1,1.0,-0.0010666666666666667,-0.00013333333333333334,-0.0012000000000000001,0.9988,
"(10, 12)",middle,5 of a Kind,12,1.0,1,1.0,-0.0010666666666666667,-0.0001,-0.0011666666666666668,0.9988333333333334,
"(10, 13)",middle,5 of a Kind,13,1.0,1,1.0,-0.0010666666666666667,-6.666666666666667e-05,-0.0011333333333333334,0.9988666666666667,
"(10, 14)",middle,5 of a Kind,14,1.0,1,1.0,-0.0010666666666666667,-0.0,-0.0010666666666666667,0.9989333333333333,
"(11, 7)",middle,6-card Straight Flush,7,1.0,16,16.0,-0.0,-0.0,-0.0,16.0,
"(6, 14)",middle,Flush,14,0.5542882601915794,1,0.5542882601915794,-1.1683333333333334,-0.0,-1.1683333333333334,-0.614045073141754,
"(6, 13)",middle,Flush,13,0.41808318264014466,1,0.41808318264014466,-1.1683333333333334,-0.14963333333333334,-1.3179666666666667,-0.8998834840265221,
"(6, 12)",middle,Flush,12,0.336697247706422,1,0.336697247706422,-1.1683333333333334,-0.2602333333333333,-1.4285666666666668,-1.0918694189602447,
"(6, 11)",middle,Flush,11,0.2677818181818182,1,0.2677818181818182,-1.1683333333333334,-0.3329,-1.5012333333333334,-1.2334515151515153,
"(6, 5)",middle,Flush,5,0.25,1,0.25,-1.1683333333333334,-0.4307,-1.5990333333333335,-1.3490333333333335,
