hand_rank_tuple,position,hand_type,primary_rank,win_rate,win_points,positive_ev,higher_types_loss_ev,same_type_loss_ev,total_negative_ev,final_ev,extrapolated
"(3, 11, 7, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6710666666666667,
"(3, 11, 9, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6710666666666667,
"(3, 11, 9, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6710666666666667,
"(3, 12, 4, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6625333333333332,
"(3, 12, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6625333333333332,
"(3, 12, 7, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6625333333333332,
"(3, 13, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6578666666666666,
"(3, 13, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6578666666666666,
"(3, 13, 8, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6578666666666666,
"(3, 13, 8, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.06666666666666667,1,0.06666666666666667,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6578666666666666,
"(3, 9, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.698290476190476,
"(3, 9, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.698290476190476,
"(3, 10, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6904571428571427,
"(3, 11, 6, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6805904761904762,
"(3, 11, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6805904761904762,
"(3, 11, 8, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6805904761904762,
"(3, 11, 8, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6805904761904762,
"(3, 11, 8, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6805904761904762,
"(3, 12, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.05714285714285714,1,0.05714285714285714,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6720571428571427,
"(3, 9, 8, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05454545454545454,1,0.05454545454545454,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7008878787878787,
"(3, 12, 9, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.05454545454545454,1,0.05454545454545454,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6746545454545454,
"(3, 6, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7242333333333333,
"(3, 6, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7242333333333333,
"(3, 6, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7242333333333333,
"(3, 7, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.05,1,0.05,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7193999999999998,
"(3, 8, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.05,1,0.05,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7132999999999998,
"(3, 8, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.05,1,0.05,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7132999999999998,
"(3, 9, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7054333333333331,
"(3, 9, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7054333333333331,
"(3, 9, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7054333333333331,
"(3, 9, 8, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7054333333333331,
"(3, 10, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 5, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 6, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 6, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 7, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 10, 8, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.05,1,0.05,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.6975999999999998,
"(3, 11, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05,1,0.05,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6877333333333333,
"(3, 11, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05,1,0.05,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6877333333333333,
"(3, 11, 7, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05,1,0.05,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6877333333333333,
"(3, 11, 10, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05,1,0.05,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6877333333333333,
"(3, 11, 10, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.05,1,0.05,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6877333333333333,
"(3, 12, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.05,1,0.05,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6791999999999998,
"(3, 12, 6, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.05,1,0.05,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6791999999999998,
"(3, 12, 10, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.05,1,0.05,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6791999999999998,
"(3, 13, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.05,1,0.05,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6745333333333332,
"(3, 13, 8, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.05,1,0.05,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6745333333333332,
"(3, 11, 9, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.047058823529411764,1,0.047058823529411764,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6906745098039215,
"(3, 11, 10, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.046153846153846156,1,0.046153846153846156,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6915794871794871,
"(3, 11, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.044444444444444446,1,0.044444444444444446,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.6932888888888888,
"(3, 6, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.04,1,0.04,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7342333333333333,
"(3, 6, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.04,1,0.04,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7342333333333333,
"(3, 7, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.04,1,0.04,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7293999999999998,
"(3, 7, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.04,1,0.04,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7293999999999998,
"(3, 8, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.04,1,0.04,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7232999999999998,
"(3, 9, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7154333333333331,
"(3, 9, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7154333333333331,
"(3, 9, 6, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7154333333333331,
"(3, 9, 7, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7154333333333331,
"(3, 9, 8, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7154333333333331,
"(3, 10, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.04,1,0.04,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7075999999999998,
"(3, 10, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.04,1,0.04,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7075999999999998,
"(3, 10, 7, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.04,1,0.04,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7075999999999998,
"(3, 12, 7, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.04,1,0.04,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6891999999999998,
"(3, 12, 10, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.04,1,0.04,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6891999999999998,
"(3, 6, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7409,
"(3, 7, 6, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7360666666666664,
"(3, 8, 7, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7299666666666664,
"(3, 9, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7220999999999997,
"(3, 9, 7, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7220999999999997,
"(3, 11, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.7044,
"(3, 12, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6958666666666664,
"(3, 12, 8, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.03333333333333333,1,0.03333333333333333,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.6958666666666664,
"(3, 10, 9, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.03076923076923077,1,0.03076923076923077,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7168307692307692,
"(3, 8, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02857142857142857,1,0.02857142857142857,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7347285714285714,
"(3, 8, 7, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02857142857142857,1,0.02857142857142857,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7347285714285714,
"(3, 9, 6, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.02857142857142857,1,0.02857142857142857,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7268619047619047,
"(3, 11, 6, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.02857142857142857,1,0.02857142857142857,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.7091619047619049,
"(3, 11, 9, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.02857142857142857,1,0.02857142857142857,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.7091619047619049,
"(3, 5, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.025,1,0.025,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7529,
"(3, 7, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.025,1,0.025,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7444,
"(3, 9, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.025,1,0.025,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.7304333333333333,
"(3, 11, 9, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.025,1,0.025,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.7127333333333334,
"(3, 12, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.025,1,0.025,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.7042,
"(3, 12, 6, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.025,1,0.025,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.7042,
"(3, 13, 11, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,13,0.025,1,0.025,-1.7245333333333333,-0.0,-1.7245333333333333,-1.6995333333333333,
"(3, 4, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.022222222222222223,1,0.022222222222222223,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7581444444444445,
"(3, 5, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.022222222222222223,1,0.022222222222222223,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7556777777777777,
"(3, 7, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.022222222222222223,1,0.022222222222222223,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7471777777777777,
"(3, 10, 8, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.022222222222222223,1,0.022222222222222223,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7253777777777777,
"(3, 12, 11, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,12,0.022222222222222223,1,0.022222222222222223,-1.7245333333333333,-0.004666666666666667,-1.7291999999999998,-1.7069777777777777,
"(3, 8, 5, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7432999999999998,
"(3, 8, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7432999999999998,
"(3, 8, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-1.7245333333333333,-0.038766666666666665,-1.7632999999999999,-1.7432999999999998,
"(3, 10, 9, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,10,0.02,1,0.02,-1.7245333333333333,-0.023066666666666666,-1.7475999999999998,-1.7275999999999998,
"(3, 5, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.01818181818181818,1,0.01818181818181818,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7597181818181817,
"(3, 9, 5, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.01818181818181818,1,0.01818181818181818,-1.7245333333333333,-0.0309,-1.7554333333333332,-1.737251515151515,
"(3, 11, 8, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,11,0.014285714285714285,1,0.014285714285714285,-1.7245333333333333,-0.0132,-1.7377333333333334,-1.7234476190476191,
"(3, 3, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-1.7245333333333333,-0.057666666666666665,-1.7822,-1.7822,
"(3, 3, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-1.7245333333333333,-0.057666666666666665,-1.7822,-1.7822,
"(3, 3, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-1.7245333333333333,-0.057666666666666665,-1.7822,-1.7822,
"(3, 3, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-1.7245333333333333,-0.057666666666666665,-1.7822,-1.7822,
"(3, 4, 2, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 4, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-1.7245333333333333,-0.05583333333333333,-1.7803666666666667,-1.7803666666666667,
"(3, 5, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 4, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 5, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-1.7245333333333333,-0.053366666666666666,-1.7778999999999998,-1.7778999999999998,
"(3, 6, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 6, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-1.7245333333333333,-0.0497,-1.7742333333333333,-1.7742333333333333,
"(3, 7, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-1.7245333333333333,-0.044866666666666666,-1.7693999999999999,-1.7693999999999999,
