hand_rank_tuple,position,hand_type,primary_rank,win_rate,win_points,positive_ev,higher_types_loss_ev,same_type_loss_ev,total_negative_ev,final_ev,extrapolated
"(3, 9, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05714285714285714,1,0.05714285714285714,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9030904761904762,
"(3, 9, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9102333333333333,
"(3, 9, 7, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9202333333333333,
"(3, 9, 7, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.03333333333333333,1,0.03333333333333333,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9269000000000001,
"(3, 9, 7, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 7, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 7, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 7, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 6, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.08,1,0.08,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8802333333333334,
"(3, 9, 6, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8935666666666667,
"(3, 9, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05714285714285714,1,0.05714285714285714,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9030904761904762,
"(3, 9, 6, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9202333333333333,
"(3, 9, 6, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.02857142857142857,1,0.02857142857142857,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9316619047619048,
"(3, 9, 6, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 6, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 6, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 5, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.1,1,0.1,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8602333333333334,
"(3, 9, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9102333333333333,
"(3, 9, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9202333333333333,
"(3, 9, 5, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.01818181818181818,1,0.01818181818181818,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9420515151515152,
"(3, 9, 5, 3, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 5, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 5, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 5, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 4, 12, 0, 0, 0, 0, 0, 0, 0)",back,Two Pair,9,0.0,1,0.0,-0.9998333333333335,-0.00013333333333333334,-0.9999666666666668,-0.9999666666666668,
"(3, 9, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.1,1,0.1,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8602333333333334,
"(3, 9, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8935666666666667,
"(3, 9, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.05,1,0.05,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9102333333333333,
"(3, 9, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.03333333333333333,1,0.03333333333333333,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9269000000000001,
"(3, 9, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.025,1,0.025,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9352333333333334,
"(3, 9, 4, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 4, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 3, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.08,1,0.08,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8802333333333334,
"(3, 9, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8935666666666667,
"(3, 9, 3, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 3, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.1,1,0.1,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.8602333333333334,
"(3, 9, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.04,1,0.04,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9202333333333333,
"(3, 9, 2, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 9, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,9,0.0,1,0.0,-0.9293333333333333,-0.0309,-0.9602333333333334,-0.9602333333333334,
"(3, 8, 7, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.08,1,0.08,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.8881,
"(3, 8, 7, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.08,1,0.08,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.8881,
"(3, 8, 7, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.03333333333333333,1,0.03333333333333333,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9347666666666666,
"(3, 8, 7, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02857142857142857,1,0.02857142857142857,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9395285714285714,
"(3, 8, 7, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9480999999999999,
"(3, 8, 7, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 7, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.2,1,0.2,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.7681,
"(3, 8, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9480999999999999,
"(3, 8, 6, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 6, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 5, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.1,1,0.1,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.8681,
"(3, 8, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9014333333333333,
"(3, 8, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.04,1,0.04,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9280999999999999,
"(3, 8, 5, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02,1,0.02,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9480999999999999,
"(3, 8, 5, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 5, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9014333333333333,
"(3, 8, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.05,1,0.05,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9180999999999999,
"(3, 8, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.05,1,0.05,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9180999999999999,
"(3, 8, 4, 3, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 4, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.02857142857142857,1,0.02857142857142857,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9395285714285714,
"(3, 8, 3, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.2,1,0.2,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.7681,
"(3, 8, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.08,1,0.08,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.8881,
"(3, 8, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 8, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,8,0.0,1,0.0,-0.9293333333333333,-0.038766666666666665,-0.9681,-0.9681,
"(3, 7, 6, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.03333333333333333,1,0.03333333333333333,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9408666666666666,
"(3, 7, 6, 4, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 6, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 6, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 6, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 6, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 6, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9075333333333333,
"(3, 7, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.025,1,0.025,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9491999999999999,
"(3, 7, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.022222222222222223,1,0.022222222222222223,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9519777777777777,
"(3, 7, 5, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 5, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 5, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9075333333333333,
"(3, 7, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.04,1,0.04,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9341999999999999,
"(3, 7, 4, 3, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 6, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9075333333333333,
"(3, 7, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.05,1,0.05,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9241999999999999,
"(3, 7, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.04,1,0.04,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9341999999999999,
"(3, 7, 3, 5, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 3, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.06666666666666667,1,0.06666666666666667,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9075333333333333,
"(3, 7, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 7, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,7,0.0,1,0.0,-0.9293333333333333,-0.044866666666666666,-0.9742,-0.9742,
"(3, 6, 5, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.2,1,0.2,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.7790333333333332,
"(3, 6, 5, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.08571428571428572,1,0.08571428571428572,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.8933190476190476,
"(3, 6, 5, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 5, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 5, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 5, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.04,1,0.04,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9390333333333333,
"(3, 6, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.03333333333333333,1,0.03333333333333333,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9457,
"(3, 6, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 4, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9290333333333333,
"(3, 6, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.04,1,0.04,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9390333333333333,
"(3, 6, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9290333333333333,
"(3, 6, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.05,1,0.05,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9290333333333333,
"(3, 6, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 6, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,6,0.0,1,0.0,-0.9293333333333333,-0.0497,-0.9790333333333333,-0.9790333333333333,
"(3, 5, 4, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.025,1,0.025,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9577,
"(3, 5, 4, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 4, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 4, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
