hand_rank_tuple,position,hand_type,primary_rank,win_rate,win_points,positive_ev,higher_types_loss_ev,same_type_loss_ev,total_negative_ev,final_ev,extrapolated
"(3, 5, 4, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 4, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.022222222222222223,1,0.022222222222222223,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9604777777777778,
"(3, 5, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.01818181818181818,1,0.01818181818181818,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9645181818181818,
"(3, 5, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 5, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,5,0.0,1,0.0,-0.9293333333333333,-0.053366666666666666,-0.9827,-0.9827,
"(3, 4, 3, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 3, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 3, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 3, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 3, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.075,1,0.075,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9101666666666667,
"(3, 4, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.022222222222222223,1,0.022222222222222223,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9629444444444444,
"(3, 4, 2, 7, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 2, 8, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 2, 9, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 4, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,4,0.0,1,0.0,-0.9293333333333333,-0.05583333333333333,-0.9851666666666666,-0.9851666666666666,
"(3, 3, 2, 10, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-0.9293333333333333,-0.057666666666666665,-0.987,-0.987,
"(3, 3, 2, 11, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-0.9293333333333333,-0.057666666666666665,-0.987,-0.987,
"(3, 3, 2, 12, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-0.9293333333333333,-0.057666666666666665,-0.987,-0.987,
"(3, 3, 2, 13, 0, 0, 0, 0, 0, 0, 0)",middle,Two Pair,3,0.0,1,0.0,-0.9293333333333333,-0.057666666666666665,-0.987,-0.987,
"(2, 14)",front,Pair,14,0.39675383228133454,1,0.39675383228133454,-0.5423666666666667,-0.0,-0.5423666666666667,-0.14561283438533212,
"(2, 14)",middle,Pair,14,0.0035087719298245615,1,0.0035087719298245615,-0.9876666666666667,-0.0,-0.9876666666666667,-0.9841578947368421,
"(2, 13)",front,Pair,13,0.295,1,0.295,-0.5423666666666667,-0.1109,-0.6532666666666667,-0.3582666666666667,
"(2, 13)",middle,Pair,13,0.01764705882352941,1,0.01764705882352941,-0.9876666666666667,-0.0019,-0.9895666666666667,-0.9719196078431372,
"(2, 12)",front,Pair,12,0.2200859291084855,1,0.2200859291084855,-0.5423666666666667,-0.1989,-0.7412666666666666,-0.5211807375581812,
"(2, 12)",middle,Pair,12,0.0,1,0.0,-0.9876666666666667,-0.004166666666666667,-0.9918333333333333,-0.9918333333333333,
"(2, 11)",front,Pair,11,0.16804915514592933,1,0.16804915514592933,-0.5423666666666667,-0.2609666666666667,-0.8033333333333333,-0.635284178187404,
"(2, 11)",middle,Pair,11,0.0,1,0.0,-0.9876666666666667,-0.005366666666666666,-0.9930333333333333,-0.9930333333333333,
"(2, 10)",front,Pair,10,0.127734375,1,0.127734375,-0.5423666666666667,-0.3043666666666667,-0.8467333333333333,-0.7189989583333334,
"(2, 10)",middle,Pair,10,0.0,1,0.0,-0.9876666666666667,-0.006333333333333333,-0.994,-0.994,
"(2, 9)",front,Pair,9,0.0949874686716792,1,0.0949874686716792,-0.5423666666666667,-0.3385,-0.8808666666666667,-0.7858791979949875,
"(2, 9)",middle,Pair,9,0.007407407407407408,1,0.007407407407407408,-0.9876666666666667,-0.007266666666666667,-0.9949333333333333,-0.9875259259259259,
"(2, 8)",front,Pair,8,0.0728110599078341,1,0.0728110599078341,-0.5423666666666667,-0.3651,-0.9074666666666666,-0.8346556067588325,
"(2, 8)",middle,Pair,8,0.004545454545454545,1,0.004545454545454545,-0.9876666666666667,-0.008166666666666666,-0.9958333333333333,-0.9912878787878788,
"(2, 7)",front,Pair,7,0.059519408502772646,1,0.059519408502772646,-0.5423666666666667,-0.3868,-0.9291666666666667,-0.8696472581638941,
"(2, 7)",middle,Pair,7,0.0,1,0.0,-0.9876666666666667,-0.009633333333333334,-0.9973000000000001,-0.9973000000000001,
"(2, 6)",front,Pair,6,0.043243243243243246,1,0.043243243243243246,-0.5423666666666667,-0.4048333333333333,-0.9472,-0.9039567567567568,
"(2, 6)",middle,Pair,6,0.0,1,0.0,-0.9876666666666667,-0.0105,-0.9981666666666666,-0.9981666666666666,
"(2, 5)",front,Pair,5,0.0281437125748503,1,0.0281437125748503,-0.5423666666666667,-0.41963333333333336,-0.962,-0.9338562874251497,
"(2, 5)",middle,Pair,5,0.0,1,0.0,-0.9876666666666667,-0.011033333333333332,-0.9987,-0.9987,
"(2, 4)",front,Pair,4,0.019795221843003412,1,0.019795221843003412,-0.5423666666666667,-0.4307666666666667,-0.9731333333333334,-0.95333811149033,
"(2, 4)",middle,Pair,4,0.0,1,0.0,-0.9876666666666667,-0.011666666666666667,-0.9993333333333334,-0.9993333333333334,
"(2, 3)",front,Pair,3,0.012142857142857143,1,0.012142857142857143,-0.5423666666666667,-0.44053333333333333,-0.9829,-0.9707571428571429,
"(2, 3)",middle,Pair,3,0.0,1,0.0,-0.9876666666666667,-0.0121,-0.9997666666666667,-0.9997666666666667,
"(2, 2)",front,Pair,2,0.002575107296137339,1,0.002575107296137339,-0.5423666666666667,-0.4498666666666667,-0.9922333333333333,-0.989658226037196,
"(2, 2)",middle,Pair,2,0.0015209022546557893,1,0.0015209022546557893,0.0,0.0,0.2627205709746714,-0.2611996687200156,True
